"Hem","50.65256","3.18681"
"Sailly-Lez-Lannoy","50.65","3.21667"
"Lys-Lez-Lannoy","50.66667","3.21667"
"Cléty","50.65341","2.18561"
"Dohem","50.63902","2.18592"
"Conteville-en-Ternois","50.43333","2.31667"
"Lées-Athas","42.96667","-0.61667"
"Lapugnoy","50.51635","2.5346"
"Marles-les-Mines","50.50478","2.50882"
"Paris","48.85341","2.3488"
"Lasseube","43.23333","-0.48333"
"Radinghem-en-Weppes","50.61884","2.90924"
"Bois-Grenier","50.64985","2.87409"
"Tourcoing","50.72391","3.16117"
"Mencas","50.55972","2.13758"
"Houplines","50.69499","2.91518"
"Laignes","47.84283","4.36478"
"Polisy","48.06667","4.46667"
"Villedieu","47.91641","4.36194"
"Monein","43.33333","-0.58333"
"Ascq (Villeneuve-d'Ascq)","50.61659","3.158"
"Rumes","50.5545","3.30535"
"Chemy","50.53111","2.98862"
"Wittes","50.66998","2.39141"
"Renescure","50.72754","2.36801"
"Fromelles","50.60704","2.8534"
"Nieppe","50.70425","2.83506"
"Oloron-Sainte-Marie - Paroisse Sainte-Croix","43.189123","-0.606101"
"Oloron-Sainte-Marie - le Faget","43.229532","-0.5799039999999422"
"Estialescq","43.21667","-0.55"
"Foix","43","1.5"
"Oloron-Sainte-Marie","43.19441","-0.61069"
"Croix","50.67846","3.1493"
"Wattrelos","50.70118","3.21812"
"Roybon","45.25966","5.24455"
"Roubaix","50.69421","3.17456"
"Gundershoffen","48.90648","7.66096"
"Bar-sur-Seine","48.11294","4.37656"
"Briel-sur-Barse","48.20942","4.35608"
"Russeignies","50.74452","3.53155"
"Bouvignies","50.43627","3.24361"
"Bruxelles","50.85045","4.34878"
"Sailly-sur-la-Lys","50.6582","2.76872"
"Steenwerck","50.70199","2.77829"
"Quelmes","50.73333","2.13758"
"Lasseubetat","43.16667","-0.45"
"Annappes (Villeneuve-d'Ascq)","50.62514","3.14787"
"Lannoy","50.66674","3.21012"
"Cardesse","43.26667","-0.58333"
"Balinghem","50.86074","1.94366"
"Lille","50.63297","3.05858"
"Esplechin","50.57358","3.30429"
"Merck-Saint-Liévin","50.62474","2.11605"
"Wasquehal","50.67043","3.13382"
"Floringhem","50.49594","2.42538"
"Herlin-le-Sec","50.35526","2.32966"
"Saint-Pol-sur-Ternoise","50.38113","2.33407"
"Labeuvrière","50.51915","2.56268"
"Dottignies","50.73333","3.3"
"Tardinghen","50.86651","1.63139"
"Wierre-Effroy","50.77826","1.73716"
"Boursin","50.77646","1.83457"
"Pihen-lès-Guînes","50.87143","1.78664"
"Esquerdes","50.70414","2.18851"
"Zudausques","50.74876","2.14762"
"La Gorgue","50.6379","2.71502"
"Brias","50.4097","2.3799"
"Valhuon","50.43354","2.37805"
"Pecq","50.68619","3.33789"
"Templeuve","50.52336","3.17809"
"Deerlijk","50.85337","3.35416"
"Beernem","51.13981","3.33896"
"Sint-Andries","51.19696","3.17891"
"Loppem","51.15662","3.19599"
"Ruddervoorde","51.09589","3.20743"
"Villers-Brûlin","50.36716","2.53701"
"Huclier","50.43033","2.35548"
"Wavrans-sur-L'Aa","50.68292","2.13778"
"Zwevezele","51.03682","3.21186"
"Wingene","51.05782","3.27359"
"Boulogne-sur-Mer","50.71667","1.61667"
"Wez-Velvain","50.54607","3.38878"
"Beclers","50.62122","3.5042"
"Roncq","50.7533","3.12131"
"Bilques (Helfaut)","50.697591","2.26094"
"Helfaut","50.69783","2.24234"
"Campagne-lès-Guines","50.83333","1.9"
"Erquinghem-Lys","50.67601","2.84505"
"Heule","50.83752","3.23818"
"Hestrus","50.44824","2.33054"
"Fleurbaix","50.65061","2.83305"
"Verdets","43.23333","-0.65"
"Lucq-de-Béarn","43.3","-0.66667"
"Précilhon","43.2","-0.58333"
"Leers","50.68217","3.24429"
"Nomain","50.49857","3.24991"
"Herseaux","50.71667","3.21667"
"Marcq-en-Baroeul","50.66667","3.08333"
"Racquinghem","50.69245","2.35736"
"Heuringhem","50.69638","2.28333"
"Armentières","50.68568","2.88214"
"Orthez - Paroisse de Départ-Sainte-Suzanne","43.48838","-0.77244"
"Ogeu-les-Bains","43.15","-0.5"
"Bruyelle","50.558","3.42791"
"Verchocq","50.56398","2.04109"
"Colline-Beaumont","50.34133","1.68706"
"Saint-Quentin-sur-Isère","45.27881","5.54221"
"Febvin-Palfart","50.5383","2.31529"
"Saint-Omer","50.75","2.25"
"Colombey-lès-Choiseul - Breuvannes-en-Bassigny","48.06695","5.62654"
"Tatinghem","50.74317","2.20724"
"Flers (Villeneuve d'Ascq)","50.63333","3.13333"
"Lille - Fives","50.628251","3.090639"
"Guînes","50.86708","1.87025"
"Kortrijk","50.82803","3.26487"
"Kuurne","50.85143","3.2824"
"Champagney","47.70504","6.68173"
"Seix","42.8639","1.20082"
"Mouscron","50.74497","3.20639"
"Acquin","50.7276","2.08989"
"Ennevelin","50.54121","3.12972"
"Cuqueron","43.31667","-0.55"
"Tournai","50.60715","3.38932"
"Forest-sur-Marque","50.63341","3.18939"
"Lendelede","50.88626","3.23747"
"Hazebrouck","50.72374","2.53729"
"Ardooie","50.9757","3.19736"
"Warneton (B)","50.75158","2.94635"
"Brêmes","50.85483","1.97688"
"Selles","50.70021","1.89596"
"Saint-Jean-de-Duras","44.68333","0.3"
"Luingne","50.73952","3.23602"
"Halluin","50.78628","3.12611"
"Néchin","50.66702","3.26649"
"Blaton","50.50038","3.66008"
"Bapaume","50.10379","2.84966"
"Berles-Monchel","50.34341","2.53886"
"Templeuve (B)","50.64077","3.33273"
"Toufflers","50.66039","3.23358"
"Moorsele","50.8409","3.15971"
"Gullegem","50.84301","3.20466"
"Valenciennes","50.35","3.53333"
"Nieuwkerke","50.74709","2.8286"
"Troisvaux","50.40166","2.34307"
"Kruishoutem","50.90168","3.52588"
"Hersin-Coupigny","50.44796","2.6494"
"Haillicourt","50.47519","2.57458"
"Houdain","50.4504","2.53777"
"Estaimbourg","50.67998","3.30785"
"Aalbeke","50.77848","3.22952"
"Saint-Léger (Ht.)","50.70589","3.3144"
"Saméon","50.47135","3.33544"
"Willems","50.63206","3.2384"
"Deûlémont","50.73333","2.95"
"Saint-Tricat","50.89326","1.83126"
"Bailleul","50.73592","2.73594"
"Izegem","50.91396","3.21378"
"Chanceaux","47.51821","4.71963"
"Longuenesse","50.73395","2.2352"
"Féas","43.16667","-0.68333"
"Beuvry-la-Forêt","50.45","3.28333"
"Bouquehault","50.82577","1.90276"
"Kindwiller","48.86164","7.59842"
"Evregnies","50.7126","3.28654"
"Bretteville-sur-Ay","49.26","-1.63237"
"Castelnau-Barbarens","43.57488","0.72417"
"Goès","43.2","-0.58333"
"La Thieuloye","50.41373","2.43664"
"Pihem","50.68302","2.21356"
"Bondues","50.70196","3.09497"
"Wismes","50.65424","2.07101"
"Coyecques","50.60362","2.18323"
"Capelle-sur-la-Lys","50.588765","2.17449"
"Maroilles","50.13508","3.76132"
"Wardrecques","50.71108","2.34483"
"Heestert","50.78204","3.41218"
"Bellegem","50.77686","3.27933"
"Snellegem","51.16776","3.11921"
"Hervelinghen","50.88126","1.71429"
"Renaix","50.75045","3.60488"
"Rinxent","50.80714","1.72899"
"Audresselles","50.82481","1.59422"
"Vielleségure","43.35","-0.68333"
"Ledeuix","43.21667","-0.61667"
"Frelinghien","50.71667","2.93333"
"Villeton","44.37478","0.28797"
"Tonneins","44.39206","0.31241"
"Saint-Germain-sur-Ay","49.2351","-1.59444"
"Estaimpuis","50.70485","3.26785"
"Longfossé","50.65217","1.80693"
"Saint-Lô-d'Ourville","49.33333","-1.66667"
"Vanves","48.82345","2.29025"
"Surville","49.28242","-1.64883"
"Glatigny","49.27696","-1.63035"
"Cohem","50.67391","2.36853"
"Quesnoy-sur-Deûle","50.71359","2.99996"
"Lomme","50.64358","2.98715"
"La Chapelle-d'Armentières","50.68333","2.9"
"Lixhausen","48.79431","7.54829"
"Torhout","51.0656","3.10085"
"Ligny-lès-Aire","50.55714","2.34907"
"Saint-Omer - Paroisse Saint Jean Baptiste","50.75","2.25"
"Brion-sur-Ource","47.9154","4.66148"
"Arras","50.29301","2.78186"
"Recey-sur-Ource","47.77947","4.86126"
"Polisot","48.07168","4.37147"
"Neuville-sur-Seine","48.04062","4.41167"
"Breda","51.58656","4.77596"
"Baudreville","49.30495","-1.63157"
"Philippeville","50.19612","4.54374"
"Bavikhove","50.87532","3.31062"
"Romain-aux-Bois","48.08209","5.71845"
"Jurançon","43.2883","-0.38694"
"Waardamme","51.11136","3.22288"
"Agon-Coutainville","49.04167","-1.575"
"Nancy","48.68333","6.2"
"Bours","50.45362","2.40922"
"Vallauris","43.57803","7.05451"
"Billy-Berclau","50.51783","2.86613"
"Saint-Quentin","49.84889","3.28757"
"Knokke-Heist","51.35","3.26667"
"Saint-Omer - Paroisse Saint Sépulcre","50.752558","2.254407"
"Blaringhem","50.6911","2.40321"
"Saint-Pé-de-Bigorre","43.11667","-0.15"
"Aubertin","43.26667","-0.48333"
"Kanegem","51.0129","3.40188"
"Herrère","43.16667","-0.53333"
"Béthune","50.53333","2.63333"
"Warneton","50.74773","2.95236"
"Fléchin","50.55924","2.2934"
"Auchel","50.50345","2.47346"
"Gumbrechtshoffen","48.9058","7.62915"
"Fauquembergues","50.60052","2.09875"
"Salomé","50.53352","2.84709"
"Lisbourg","50.50704","2.21708"
"Reichshoffen","48.93287","7.66561"
"Tournehem-sur-la-Hem","50.8","2.05"
"Espierres","50.71667","3.38333"
"Tierville","0","0"
"Witternesse","50.60922","2.3606"
"Aire-sur-la-Lys - Paroise Saint Pierre","50.639741","2.40104"
"Aire-sur-la-Lys - Paroise Saint Martin","50.63871","2.39876"
"Ecques","50.66998","2.28633"
"Passendale","50.89979","3.02133"
"Lichtervelde","51.1","3.76667"
"Neuville-en-Ferrain","50.74839","3.15676"
"Lauwe","50.79479","3.1869"
"Aartrijke","51.12045","3.08624"
"Wortegem","50.85357","3.51"
"Rekkem","50.84849","3.62845"
"Angoville-sur-Ay","49.25292","-1.54925"
"Pierrepont","49.41614","5.714"
"Zedelgem","51.14236","3.1368"
"Lille - Paroisse Saint Etienne","50.635158","3.059786"
"Wizernes","50.7117","2.24316"
"Coulogne","50.92463","1.88137"
"Lacommande","43.28333","-0.5"
"Verpillières-sur-Ource","48.04029","4.56884"
"Gurmençon","43.15","-0.6"
"Fiennes","50.8274","1.82533"
"Sint-Eloois-Winkel","50.87591","3.18144"
"Pittem","50.99279","3.26317"
"Saint-Martin-Choquel","50.67805","1.88851"
"Ingelmunster","50.92081","3.25571"
"Vertault","47.9161","4.35139"
"Abbaye de Belval - Troisvaux","50.417008","2.338354"
"Lillers","50.56345","2.48042"
"Genech","50.53122","3.21651"
"Lompret","50.66931","2.98968"
"Rety","50.8","1.76667"
"Lessay","49.21703","-1.53089"
"Leulinghem","50.7354","2.16305"
"Laires","50.5394","2.25455"
"La Madeleine","50.64603","3.07585"
"Villefranque","43.43631","-1.45324"
"Koolskamp","51.00233","3.2104"
"Oostkamp","51.15432","3.23128"
"Bourguignons","48.13157","4.3595"
"Mouvaux","50.69944","3.13429"
"Le Maisnil","50.61514","2.88528"
"Sainte-Maure-de-Touraine","47.1113","0.62236"
"Colembert","50.74503","1.84409"
"Le Wast","50.74907","1.80134"
"Belle-et-Houllefort","50.74434","1.75877"
"Leubringhen","50.85786","1.72174"
"Frévin-Capelle","50.34841","2.6348"
"Poeke","51.0394","3.44542"
"Hérinnes-Lez-Pecq","50.70063","3.36323"
"Attiches","50.5222","3.06222"
"Saint-Leu-la-Forêt","49.01667","2.25"
"Saint-Florentin","48.00057","3.72489"
"Dunkerque","51.05","2.36667"
"Raismes","50.38333","3.48333"
"Cadzand","51.36833","3.40833"
"Kirchdorf","0","0"
"Palmanova","45.90639","13.31194"
"Oostende","51.22339","2.91185"
"Laventie","50.62818","2.77076"
"Escobecques","50.62227","2.93002"
"Prémesques","50.65572","2.95162"
"Gondecourt","50.54469","2.98378"
"Moorslede","50.8919","3.06117"
"Draguignan","43.53333","6.46667"
"Cysoing","50.56939","3.21627"
"Brive-la-Gaillarde","45.15","1.53333"
"Denain","50.3293","3.3943"
"Collinée","48.29946","-2.5182"
"La Barre-en-Ouche","48.94612","0.66536"
"Saint-Brieuc","48.51667","-2.78333"
"Wazemmes (Lille)","50.625971","3.049242"
"Péruwelz","50.50819","3.59373"
"Beauvais","49.43333","2.08333"
"Hellemmes-Lille","50.62939","3.10981"
"Marcinelle","50.39216","4.44388"
"Saint-Denis - Paroisse Saint Rémy","48.93546","2.370117"
"Aubervilliers","48.91667","2.38333"
"Arrelles","48.04905","4.27568"
"Rollegem","50.76565","3.26317"
"Riom","45.9","3.11667"
"Matringhem","50.54517","2.16501"
"Meulan","49.00768","1.90602"
"Oudenaarde","50.85168","3.60891"
"Mont-Saint-Aignan","49.46307","1.09364"
"Annecy","45.9","6.11667"
"Ris-Orangis","48.6511","2.41406"
"La Chapelle-des-Marais","47.44845","-2.23834"
"Rouen","49.44313","1.09932"
"Monchy-Saint-Éloi","49.29042","2.46739"
"Solesmes","50.18468","3.49799"
"Bermerain","50.25245","3.53201"
"Franqueville-Saint-Pierre","49.401","1.1807"
"Estaires","50.64574","2.72782"
"Bergues","50.96882","2.43242"
"Vieux-Berquin","50.69489","2.64444"
"Bragelogne-Beauvoir","47.96667","4.26667"
"Les Riceys","47.9939","4.36986"
"Veurne","51.07231","2.66238"
"Ieper","50.85114","2.88569"
"Dranouter","50.76602","2.7839"
"Fournes-en-Weppes","50.58497","2.88793"
"Gent","51.05","3.71667"
"Brugge","51.20892","3.22424"
"Azincourt","50.46263","2.12888"
"Nantes","47.21725","-1.55336"
"Killem","50.95779","2.56068"
"Crochte","50.9353","2.38706"
"Herzeele","50.88584","2.5351"
"Parbayse","43.33333","-0.55"
"Abos","43.35","-0.56667"
"Igon","43.16667","-0.23333"
"Asson","43.15","-0.25"
"Méricourt","50.40116","2.86246"
"Marseille","43.29695","5.38107"
"Overboelare","50.76382","3.8637"
"Linselles","50.73708","3.07878"
"Berneval-le-Grand","49.95328","1.18755"
"Desvres","50.66884","1.83478"
"Roeselare","50.94653","3.12269"
"Molenbeek-Saint-Jean","50.8499","4.31248"
"Warcoing","50.70447","3.3462"
"Ramegnies","50.5442","3.63476"
"Wevelgem","50.8","3.16667"
"Marquette-Lez-Lille","50.67628","3.06613"
"Bossuit","50.81667","4.18333"
"Avelgem","50.77618","3.44502"
"Kachtem","50.93341","3.19424"
"Wambrechies","50.68276","3.04784"
"Gistel","51.15612","2.96388"
"Londres","51.50853","-0.12574"
"Steenkerke (W.-Vl.)","51.0575","2.68969"
"Nabas","43.33237","-0.87489"
"Alveringem","51.01238","2.71117"
"Coarraze","43.16667","-0.23333"
"Pernes","50.48437","2.41253"
"Zottegem","50.86956","3.81052"
